0.00799585 0.00656148 0.00338755 0.00048830 -0.00076296 -0.00241096 -0.00604266 -0.01113926 -0.01818903 -0.02697836 -0.03436384 -0.04031495 -0.04455702 -0.04620503 -0.04730369 -0.04989776 -0.05316325 -0.05710013 -0.06164739 -0.06457717 -0.06595050 -0.06497391 -0.06094546 -0.05508591 -0.04812769 -0.04037599 -0.03344829 -0.02710044 -0.02261422 -0.01983703 -0.01959288 -0.02291940 -0.02758873 -0.03219703 -0.03631703 -0.03671377 -0.03408917 -0.03082369 -0.02670370 -0.02307199 -0.02087466 -0.01870785 -0.01495407 -0.01098666 -0.00921659
0.00750755 0.00656148 0.00439467 0.00271615 0.00299081 0.00265511 -0.00036622 -0.00546281 -0.01364177 -0.02462844 -0.03445540 -0.04324473 -0.04989776 -0.05325480 -0.05533006 -0.05771050 -0.06002991 -0.06308176 -0.06665242 -0.06927702 -0.07113864 -0.07089449 -0.06778161 -0.06271554 -0.05594043 -0.04797510 -0.04062014 -0.03360088 -0.02810755 -0.02401807 -0.02237007 -0.02435377 -0.02768029 -0.03085421 -0.03357036 -0.03277688 -0.02908414 -0.02490310 -0.02008118 -0.01577807 -0.01303140 -0.01034577 -0.00598163 -0.00140385 0.00061037
0.00604266 0.00610370 0.00598163 0.00686666 0.01046785 0.01303140 0.01129185 0.00601215 -0.00491348 -0.02096622 -0.03646962 -0.05178991 -0.06399731 -0.07129124 -0.07562487 -0.07760857 -0.07779168 -0.07879879 -0.08011109 -0.08188116 -0.08453627 -0.08563494 -0.08429212 -0.08075198 -0.07415998 -0.06549272 -0.05710013 -0.04858547 -0.04086429 -0.03372295 -0.02893155 -0.02804651 -0.02844325 -0.02859584 -0.02829066 -0.02487259 -0.01886044 -0.01266518 -0.00613422 -0.00030519 0.00384533 0.00790429 0.01388592 0.02002014 0.02276681
0.00646992 0.00772118 0.01010163 0.01400800 0.02130192 0.02710044 0.02722251 0.02252266 0.00979644 -0.01013215 -0.03018281 -0.05090487 -0.06769005 -0.07815790 -0.08420057 -0.08548234 -0.08352916 -0.08288828 -0.08270516 -0.08459731 -0.08929716 -0.09289835 -0.09451582 -0.09360027 -0.08807642 -0.07959227 -0.07061983 -0.06082339 -0.05114902 -0.04116947 -0.03329569 -0.02926725 -0.02642903 -0.02313303 -0.01940977 -0.01315348 -0.00479141 0.00329600 0.01116977 0.01803644 0.02294992 0.02755821 0.03396710 0.04034547 0.04324473
0.00924711 0.01199377 0.01760918 0.02523881 0.03659169 0.04620503 0.04910428 0.04626606 0.03384503 0.01278726 -0.00900296 -0.03231910 -0.05121006 -0.06289865 -0.06927702 -0.06930754 -0.06540117 -0.06396680 -0.06396680 -0.06772057 -0.07626575 -0.08426160 -0.09070101 -0.09418012 -0.09149449 -0.08468886 -0.07635731 -0.06607258 -0.05517747 -0.04324473 -0.03286843 -0.02581866 -0.01959288 -0.01260414 -0.00512711 0.00402844 0.01461837 0.02414014 0.03268532 0.03958251 0.04388562 0.04733421 0.05175939 0.05594043 0.05783258
0.01541185 0.01934873 0.02758873 0.03820917 0.05270547 0.06540117 0.07092502 0.07031465 0.05932798 0.03900266 0.01745659 -0.00631733 -0.02551347 -0.03717155 -0.04318369 -0.04199347 -0.03671377 -0.03543199 -0.03677480 -0.04336680 -0.05645924 -0.06936857 -0.08084353 -0.08886990 -0.08938871 -0.08468886 -0.07730339 -0.06683554 -0.05517747 -0.04193243 -0.02963347 -0.01989807 -0.01062044 -0.00027467 0.01058992 0.02209540 0.03418073 0.04443495 0.05285806 0.05899228 0.06201361 0.06360058 0.06515702 0.06622516 0.06674398
0.02731407 0.03140355 0.03988769 0.05093539 0.06588946 0.07937864 0.08624531 0.08740501 0.07885983 0.06152532 0.04275643 0.02157659 0.00454726 -0.00534074 -0.01010163 -0.00814844 -0.00277718 -0.00305185 -0.00735496 -0.01767022 -0.03540147 -0.05282754 -0.06851406 -0.08014160 -0.08307138 -0.07989746 -0.07321391 -0.06259346 -0.05069124 -0.03717155 -0.02407910 -0.01266518 -0.00134281 0.01116977 0.02404859 0.03643910 0.04843288 0.05801569 0.06515702 0.06970428 0.07104709 0.07055879 0.06915494 0.06711020 0.06625568
0.04309214 0.04666280 0.05401776 0.06387524 0.07754754 0.09027375 0.09759820 0.10031434 0.09488205 0.08209479 0.06781213 0.05121006 0.03796503 0.03079318 0.02761925 0.02987762 0.03421125 0.03140355 0.02313303 0.00872829 -0.01336711 -0.03469954 -0.05365154 -0.06787317 -0.07272561 -0.07080294 -0.06472976 -0.05417036 -0.04242073 -0.02945036 -0.01632740 -0.00387585 0.00878933 0.02261422 0.03659169 0.04879910 0.05954161 0.06735435 0.07217628 0.07434309 0.07345805 0.07061983 0.06619465 0.06112858 0.05890073
0.06015198 0.06289865 0.06857509 0.07638783 0.08755761 0.09823908 0.10501419 0.10843226 0.10568560 0.09732353 0.08749656 0.07553331 0.06585895 0.06067080 0.05810724 0.05917539 0.06100650 0.05526902 0.04345836 0.02618488 0.00207526 -0.02075259 -0.04049806 -0.05526902 -0.06067080 -0.05926695 -0.05362102 -0.04342784 -0.03225806 -0.02014222 -0.00744652 0.00567644 0.01916562 0.03357036 0.04773095 0.05859554 0.06671346 0.07165746 0.07315287 0.07223731 0.06875820 0.06369213 0.05728324 0.05059969 0.04760887
0.07873776 0.08035523 0.08362072 0.08853420 0.09595019 0.10339671 0.10867641 0.11209448 0.11169775 0.10794397 0.10278634 0.09576708 0.08969390 0.08600116 0.08325449 0.08188116 0.07989746 0.07071139 0.05554369 0.03646962 0.01226844 -0.00991852 -0.02835170 -0.04174932 -0.04654073 -0.04495376 -0.03958251 -0.03006073 -0.01980651 -0.00903348 0.00280770 0.01614429 0.02996918 0.04419080 0.05761895 0.06610309 0.07043672 0.07132176 0.06851406 0.06375317 0.05734428 0.05008087 0.04248177 0.03534044 0.03207495
