6688.51171875	2525.4309082	-4065.39770508	-12618.53515625	-12785.171875	-1919.21240234	6843.65625	8831.82421875	5634.09375	867.66772461	-675.171875	-3757.97900391	-6677.01953125	-1603.17456055	4051.0324707	6266.16796875	5961.625	-502.78759766	-6450.046875	-2720.79980469	5355.40625	7197.046875	2011.15087891	-2936.28027344	-905.01782227	3907.37866211	2726.54589844	-3519.51391602	-9392.07421875	-7001.67578125	3671.78686523	6668.3984375	3634.43676758	4019.42871094	744.12573242	-588.97973633	861.92163086	-4522.21484375	-7044.7734375	-2048.50073242	198.24200439	112.04983521	798.71411133	-1390.56713867	-2312.82348633	-939.49462891	-2571.4	534.39135742	7682.59375	6579.3359375	1709.47827148	-3640.18310547	-9383.453125	-6297.7734375	2669.08447266	6171.359375	4321.09765625	3881.52099609	3197.72973633	-2798.37280273	-6625.3046875	-2729.41894531	1884.7355957	3617.19848633	2936.28027344	-2376.03100586	-6995.9296875	-2784.00732422	3757.97900391	5915.65625	7475.734375	5930.01953125	-2005.40454102	-8576.12109375	-10256.8671875	-7016.04296875
4492.84375	1063.00244141	-4822.265625	-12083.34765625	-11097.85546875	-874.76220703	6912.28125	8169.0625	4847.1796875	620.0847168	-955.04101563	-3961.3449707	-5425.73828125	-107.96118164	3537.80493164	4274.15234375	4755.828125	537.03759766	-4631.2578125	-1926.69189453	5359.30078125	6832.00390625	1481.00585938	-2712.87084961	-238.06825256	3535.03662109	2131.54125977	-3836.77441406	-9697.12890625	-6851.3828125	3402.16137695	6449.98828125	4766.8984375	4830.5703125	107.96118164	-949.50463867	863.68945313	-4877.62890625	-7014.70703125	-2018.04345703	218.69059753	523.19628906	232.53178406	-2546.77661133	-1910.08227539	-127.33882141	-2134.30957031	1807.65771484	8130.3046875	5298.40234375	669.9128418	-3825.70141602	-9724.80859375	-6524.73046875	3593.16967773	7169.7265625	4426.40625	3883.83422852	3416.00244141	-3263.74951172	-6995.328125	-1943.30126953	2062.33544922	2795.91772461	2178.60131836	-3189.00732422	-7310.90625	-1838.1081543	5076.94140625	6710.19921875	7875.62890625	5071.40625	-3894.90722656	-9447.984375	-10037.62109375	-6092.8828125
4078.63842773	841.75561523	-4565.96875	-11399.6953125	-11017.58203125	-1301.3984375	6675.89453125	7705.9375	4286.30859375	625.77880859	-395.95727539	-3101.20507813	-4865.015625	-465.18066406	2334.21044922	3524.85180664	5474.1796875	1453.68969727	-4521.6640625	-2201.30175781	5011.765625	6814.34375	1830.26464844	-2940.60693359	-1121.41772461	3466.70410156	2827.08056641	-3126.12548828	-8675.06640625	-6376.8515625	3308.875	6645.4375	4253.078125	3621.7644043	-462.41162109	-1052.19458008	587.01367188	-4981.30859375	-6814.34375	-2184.68823242	-174.44277954	274.12426758	-94.14372253	-2278.83178711	-1304.16748047	-210.43891907	-2024.09008789	2060.08618164	7603.48828125	5130.83203125	1102.03540039	-3862.66162109	-9569.4296875	-5402.1875	4272.4609375	6578.984375	3798.97607422	3599.61303711	2821.54272461	-3455.62841797	-6293.78125	-1669.66650391	1575.52294922	2674.78930664	2406.20288086	-3034.75073242	-6637.12890625	-797.45263672	5834.140625	7204.76171875	6969.40234375	2923.9934082	-4906.546875	-9763.2578125	-10156.4453125	-4748.71875
5381.05078125	1519.25585938	-4583.23046875	-12193.65625	-11947.51953125	-2152.98657227	6226.96875	8688.33203125	6023.26953125	1697.49267578	-944.9375	-4636.984375	-5579.08984375	-707.28857422	2039.8203125	4919.8984375	7669.8359375	1745.58837891	-5183.0078125	-2130.35327148	4679.41796875	5556.45703125	1261.80273438	-2673.55102539	-1411.74804688	2730.1340332	2854.61694336	-2254.83618164	-7947.09375	-5562.1171875	3980.62036133	6427.8359375	4119.24609375	3440.25195313	-628.07226563	-639.38891602	390.4230957	-5706.40234375	-7078.54296875	-2764.08398438	-1106.19946289	480.95605469	874.20874023	-1516.42675781	-1043.95800781	-913.81689453	-3047	1887.04589844	7842.4140625	5126.42578125	1290.09448242	-3284.6484375	-8685.50390625	-5069.84375	3751.45874023	6110.97265625	3593.02612305	3570.39306641	2840.47119141	-3417.61865234	-6116.62890625	-1737.10083008	1162.7824707	2469.85180664	2433.07275391	-2922.51660156	-6105.3125	-25.46238708	6269.40625	7064.3984375	6753.19140625	2735.79248047	-5307.4921875	-9899.2109375	-9780.38671875	-4388.015625
5421.51953125	1635.8737793	-4689.68359375	-12492.37109375	-11451.11328125	-1899.55078125	5913.8984375	8843.94140625	6874.43359375	2483.40698242	-1646.63598633	-5994.61328125	-5141.69921875	0	1824.21435547	5878.91796875	8693.26953125	551.5690918	-6468.15625	-1875.33544922	4557.84375	4808.06640625	1321.07568359	-1894.16943359	-791.03100586	2897.7565918	2852.01660156	-2093.27270508	-7487.88671875	-5373.08984375	3185.64892578	5203.58203125	3804.48266602	3443.94482422	-637.66772461	75.33628845	664.57373047	-6024.2109375	-7329.14453125	-2892.37548828	-255.60527039	1506.72583008	890.58251953	-1735.42529297	-1713.90063477	-2416.14233398	-3761.43334961	2467.26342773	8335.421875	5060.984375	1517.48803711	-2604.4831543	-8399.99609375	-5120.17578125	3745.28979492	6067.26171875	3446.63525391	3594.6171875	2717.48754883	-4130.04296875	-6360.53515625	-1261.8828125	1805.38037109	3010.76098633	2499.55053711	-3250.22290039	-6293.26953125	-177.57839966	5556.05078125	6694.1640625	7272.640625	3231.38867188	-5066.36328125	-9836.765625	-9791.02734375	-3844.84130859
3651.20996094	568.31665039	-4023.32226563	-10610.8359375	-9816.99609375	-1583.16821289	4593.890625	7460.28515625	6964.1328125	3164.08129883	-1768.09667969	-6242.4609375	-4136.08203125	1896.64453125	2810.01098633	5177.99609375	7444.49609375	-489.38378906	-6867.16015625	-1432.06811523	4742.73828125	4422.49609375	1262.92626953	-1226.8425293	42.84927368	2710.78100586	1468.15161133	-2789.71386719	-6734.1015625	-4871.28515625	3274.58740234	5500.4921875	3763.97119141	3396.36938477	-906.60058594	-1129.86791992	11.27612686	-5822.9921875	-7049.83203125	-1980.08789063	523.2121582	1064.46630859	209.73596191	-1583.16821289	-902.09008789	-1736.5234375	-3482.06811523	2399.55981445	8003.79296875	4427.00390625	202.97029114	-3479.81274414	-8010.55859375	-4282.671875	4379.64453125	6046.2578125	3141.52905273	3527.17260742	2415.34643555	-4330.03125	-5897.4140625	-360.8359375	2525.85253906	2819.03173828	1840.26391602	-3184.37817383	-5886.13671875	-349.55981445	5306.54296875	6722.82421875	7205.4453125	3137.01855469	-5293.01171875	-10344.71875	-9602.75	-3146.03955078
3439.48681641	1196.61938477	-3253.11083984	-10146.91015625	-9454.3515625	-1385.11352539	4341.71484375	7095	7099.234375	3005.31518555	-2060.72705078	-5798.8359375	-3594.09423828	1651.97021484	2333.9375	5421.84765625	7501.63671875	-838.69262695	-6442.68359375	-813.27758789	4600.1015625	4314.18359375	1620.20166016	-669.25976563	266.85668945	2041.66577148	787.86254883	-2812.58520508	-6476.5703125	-4701.76171875	2848.58984375	5017.328125	3829.18237305	3060.38085938	-1325.81201172	-1048.36572266	135.54627991	-5426.0859375	-6315.609375	-1679.50317383	-192.72987366	247.79554749	175.78657532	-1378.75976563	-836.57470703	-1427.47167969	-2581.7331543	3615.2734375	7984.51953125	2861.29736328	-501.94482422	-2818.93896484	-7393.625	-3924.48828125	4117.21484375	5299.01171875	2579.61523438	3238.28540039	2122.14648438	-4409.48828125	-4775.88671875	912.81933594	2024.72241211	1160.61499023	785.74462891	-3325.11962891	-5375.25390625	521.00585938	6243.59765625	7448.69140625	7048.40625	2380.53149414	-5978.859375	-10623.4375	-9490.35546875	-3585.62280273
3557.42114258	1565.98925781	-3731.67138672	-10479.90625	-8898.078125	-620.05932617	4713.80859375	6784.4453125	7123.890625	3754.30126953	-2206.41577148	-6055.76171875	-3623.04785156	248.92895508	1421.15795898	6560.40625	7814.10546875	-1547.88549805	-5711.78515625	321.34448242	4756.8046875	3865.18774414	1059.07958984	-823.72851563	-15.84093285	1371.37207031	875.77734375	-2507.39355469	-6580.7734375	-4098.2734375	2858.15698242	4750.015625	4892.58203125	3116.13793945	-1518.46655273	-131.25344849	-586.11450195	-7119.3671875	-6709.765625	-1441.52490234	427.70507813	1117.91723633	468.43896484	-864.4621582	-432.23095703	-2256.20141602	-2520.97143555	4295.15234375	6497.04296875	1271.80053711	-42.99681091	-2697.48461914	-7741.6875	-3138.76782227	5551.11328125	6354.4765625	3448.79736328	3582.31396484	586.11450195	-6268.48046875	-4709.28125	1511.67749023	1633.87915039	952.71899414	868.98828125	-3752.03808594	-5714.05078125	875.77734375	6594.3515625	7617.22265625	6612.45703125	570.2734375	-7497.28515625	-10328.28515625	-7257.41015625	-597.42944336
3532.79956055	1338.38745117	-3947.22412109	-10303.99609375	-8967.875	-1064.36889648	5113.5	8234.140625	8127.703125	3161.40258789	-4372.96875	-7679.30859375	-2441.25512695	2624.68896484	2980.23339844	6730.43359375	6556.05859375	-2513.72265625	-5382.98828125	720.14746094	4375.234375	2756.03662109	144.93536377	-67.93844604	1238.74438477	1143.63061523	-527.65527344	-3462.59643555	-6263.921875	-3349.36572266	2925.88256836	4837.21484375	5503.01171875	3050.43652344	-1922.65820313	-514.06762695	-1340.65209961	-6721.375	-5355.8125	-627.29833984	960.19677734	973.78442383	-450.65820313	-1150.42431641	-572.94750977	-2774.15356445	-1770.92895508	5815.53125	6705.5234375	471.03979492	-1098.33813477	-3800.02416992	-7455.109375	-2090.23974609	5772.50390625	6123.515625	3546.38720703	3831.72875977	237.78457642	-6617.203125	-4343.53125	2026.83032227	2024.56591797	987.37207031	260.43066406	-4071.77783203	-5294.66796875	846.96582031	5833.6484375	6848.1953125	5328.63671875	-751.85205078	-7151.65234375	-8929.375	-5645.68359375	527.65527344
3470.25634766	706.15673828	-5369.03125	-11717.71875	-8715.9921875	679.25561523	6848.59765625	8556.82421875	7146.75390625	1992.93139648	-5046.21875	-7099.67578125	-1235.21386719	2407.65844727	1759.78759766	6386.79296875	6772.37890625	-2663.2199707	-5550.61328125	1374.20361328	5196.4140625	2604.93408203	-365.40795898	-114.33013916	1111.91674805	488.70532227	-1008.79541016	-3333.50854492	-5631.3203125	-2331.43823242	3046.56225586	4409.5546875	5378	2378.51538086	-2205.89941406	-165.89080811	-1414.55541992	-6884.46484375	-5100.01953125	-309.36376953	1208.31274414	1033.45483398	-802.55273438	-1226.24682617	-443.86987305	-3107.08984375	-1726.16113281	6534.75	6922.578125	683.73901367	-681.49731445	-3739.26831055	-7247.6328125	-1943.61254883	5337.6484375	5104.50390625	2557.85693359	3629.421875	338.50683594	-6229.87109375	-3133.99121094	3044.32055664	2125.19580078	448.35351563	-849.62988281	-5066.39453125	-5100.01953125	1638.73217773	6429.38671875	7431.45703125	5671.671875	-1246.42285156	-8449.22265625	-10020.69921875	-6046.046875	179.34141541
